,gender,found_job,age,class
12817,male,0,55,C
12818,female,0,40,C
12819,male,0,55,C
12820,female,0,64,A
12821,male,0,58,A
12822,male,0,57,A
12823,male,0,63,C
12824,female,0,65,B
12825,male,0,60,B
12826,female,0,64,B
12827,female,0,59,C
12828,female,0,52,B
12829,male,0,68,C
12830,female,0,60,A
12831,female,1,41,A
12832,male,0,48,A
12833,male,0,68,B
12834,female,0,54,C
12835,male,0,64,C
12836,female,0,51,A
12837,female,0,58,C
12838,female,0,61,A
12839,male,0,49,B
12840,male,0,56,C
12841,female,1,49,B
12842,male,0,57,B
12843,female,0,46,B
12844,male,0,47,A
12845,male,0,51,A
12846,male,0,53,C
12847,female,0,53,C
12848,male,0,79,C
12849,male,1,34,C
12850,male,0,67,C
12851,male,0,79,A
12852,female,0,33,A
12853,male,0,54,C
12854,female,0,69,B
12855,female,0,58,C
12856,female,0,53,C
12857,female,0,71,A
12858,female,0,47,B
12859,male,0,47,C
12860,male,1,56,B
12861,female,0,72,A
12862,male,0,65,B
12863,male,0,48,C
12864,female,1,46,B
12865,male,0,41,C
12866,male,0,58,B
12867,female,0,55,B
12868,female,0,43,A
12869,male,0,56,B
12870,male,0,49,C
12871,male,0,68,A
12872,male,1,36,B
12873,male,0,56,B
12874,male,0,62,B
12875,female,0,69,C
12876,male,0,65,C
12877,male,0,60,C
12878,male,0,57,C
12879,male,0,23,A
12880,female,0,65,B
12881,female,0,54,C
12882,male,1,40,B
12883,male,0,48,C
12884,female,0,48,C
12885,male,0,65,B
12886,female,0,48,B
12887,female,0,50,C
12888,male,0,56,C
12889,male,0,46,C
12890,male,0,59,A
12891,female,1,38,A
12892,female,0,51,A
12893,male,0,52,B
12894,female,0,55,C
12895,male,0,66,C
12896,male,0,59,C
12897,female,1,33,A
12898,male,1,64,A
12899,female,0,39,B
12900,male,0,70,B
12901,male,0,46,B
12902,male,0,39,B
12903,male,0,56,C
12904,male,0,55,C
12905,male,0,63,A
12906,male,0,51,C
12907,male,0,53,C
12908,male,1,38,B
12909,male,0,46,B
12910,male,0,48,C
12911,male,0,45,B
12912,male,0,67,B
12913,female,0,57,B
12914,female,0,55,C
12915,male,1,44,A
12916,male,0,65,C
12917,male,0,61,C
12918,female,0,57,B
12919,male,0,54,C
12920,male,0,69,A
12921,female,0,44,C
12922,male,0,35,C
12923,male,0,54,C
12924,male,0,39,C
12925,female,0,57,A
12926,male,0,66,A
12927,female,0,46,C
12928,male,0,53,C
12929,male,0,51,C
12930,female,0,54,A
12931,female,0,53,C
12932,male,0,73,C
12933,female,0,45,B
12934,female,0,64,A
12935,female,0,52,C
12936,male,1,40,A
12937,male,0,62,B
12938,male,0,43,B
12939,male,1,37,A
12940,female,0,60,B
12941,male,0,49,B
12942,male,0,55,C
12943,female,0,59,C
12944,male,0,55,B
12945,male,0,39,B
12946,male,0,49,A
12947,male,0,63,B
12948,female,0,48,A
12949,male,0,71,A
12950,male,0,52,A
12951,male,0,66,C
12952,male,0,50,C
12953,male,0,74,C
12954,male,0,45,A
12955,female,0,45,B
12956,male,0,58,A
12957,male,0,49,B
12958,male,0,47,C
12959,male,0,60,C
12960,female,0,37,A
12961,male,0,52,C
12962,female,0,60,C
12963,female,0,54,A
12964,male,1,45,B
12965,male,0,61,A
12966,male,0,54,B
12967,male,0,75,C
12968,male,0,53,C
12969,male,0,42,B
12970,male,0,39,C
12971,female,0,43,B
12972,male,0,51,C
12973,male,0,47,C
12974,male,0,47,B
12975,male,0,55,B
12976,male,0,23,A
12977,male,0,67,C
12978,female,0,39,B
12979,female,0,54,A
12980,male,0,55,B
12981,male,0,58,B
12982,male,0,28,B
12983,male,0,65,C
12984,male,1,56,B
12985,female,0,61,B
12986,female,0,40,A
12987,male,0,58,C
12988,male,0,39,C
12989,male,0,53,C
12990,male,0,66,C
12991,female,0,59,C
12992,male,0,29,A
12993,male,0,66,C
12994,male,1,43,B
12995,male,0,53,C
12996,male,0,65,A
12997,male,0,42,C
12998,male,0,65,C
12999,male,0,45,C
13000,male,0,41,B
13001,male,0,55,C
13002,male,0,57,C
13003,male,0,57,C
13004,male,0,63,B
13005,male,0,60,C
13006,female,0,54,C
13007,male,0,70,C
13008,male,1,43,B
13009,male,0,43,A
13010,male,0,58,C
13011,male,0,61,C
13012,male,0,41,C
13013,male,0,71,C
13014,male,0,51,C
13015,male,0,56,C
13016,male,0,56,A
13017,male,0,43,A
13018,male,0,57,C
13019,female,0,41,C
13020,male,0,46,C
13021,male,0,60,C
13022,male,1,51,C
13023,female,0,58,B
13024,male,0,63,A
13025,male,0,67,C
13026,male,0,46,C
13027,female,0,60,B
13028,male,0,50,C
13029,male,0,73,A
13030,male,0,55,C
13031,male,0,51,C
13032,female,0,42,C
13033,male,1,41,B
13034,male,0,41,C
13035,female,0,59,C
13036,male,0,56,B
13037,female,0,53,C
13038,male,0,42,C
13039,male,0,39,B
13040,male,1,47,C
13041,male,1,44,A
13042,male,0,66,C
13043,male,0,55,C
13044,male,0,65,B
13045,female,0,79,A
13046,male,0,43,C
13047,male,1,53,C
13048,male,0,57,B
13049,male,0,72,A
13050,male,0,53,C
13051,male,0,54,C
13052,male,0,51,C
13053,male,0,43,B
13054,female,0,53,A
13055,female,0,67,C
13056,male,0,73,B
13057,female,0,43,C
13058,male,0,63,B
13059,male,0,68,C
13060,female,0,42,C
13061,male,0,40,B
13062,male,0,50,B
13063,male,0,58,B
13064,male,0,70,C
13065,male,0,37,C
13066,female,0,45,B
13067,male,0,64,C
13068,female,0,57,B
13069,female,0,57,A
13070,male,0,59,C
13071,male,0,49,C
13072,female,0,52,A
13073,male,0,55,A
13074,female,0,59,B
13075,male,0,68,B
13076,female,0,59,A
13077,male,0,58,B
13078,female,0,80,B
13079,male,0,46,B
13080,female,0,55,C
13081,male,0,43,B
13082,male,0,56,C
13083,female,0,57,C
13084,male,0,55,C
13085,male,0,46,B
13086,male,0,45,C
13087,male,0,62,A
13088,male,0,46,B
13089,male,0,69,C
13090,male,0,62,C
13091,male,0,52,B
13092,male,0,57,C
13093,male,0,51,A
13094,male,0,55,A
13095,male,0,45,C
13096,female,0,54,C
13097,male,0,41,C
13098,male,0,40,C
13099,female,0,40,C
13100,male,0,51,C
13101,male,0,39,B
13102,male,0,52,B
13103,male,1,34,A
13104,female,0,54,B
13105,male,0,57,C
13106,male,0,51,C
13107,female,0,54,A
13108,male,0,70,C
13109,female,0,58,B
13110,male,0,53,C
13111,male,0,35,B
13112,male,0,43,C
13113,female,0,40,C
13114,male,1,42,A
13115,female,0,47,C
13116,male,0,60,C
13117,female,0,68,C
13118,male,0,61,C
13119,male,1,42,B
13120,female,0,38,C
13121,male,0,32,C
13122,male,0,63,C
13123,male,1,47,C
13124,male,0,50,C
13125,female,0,73,B
13126,male,0,53,B
13127,female,0,68,C
13128,female,0,67,B
13129,male,0,63,B
13130,male,0,57,C
13131,male,1,48,A
13132,female,0,77,C
13133,male,0,58,B
13134,female,1,31,B
13135,male,0,83,B
13136,male,0,33,C
13137,male,1,50,C
13138,female,0,55,C
13139,male,0,65,C
13140,male,0,73,A
13141,female,0,64,B
13142,male,0,56,C
13143,male,0,44,B
13144,female,0,56,B
13145,female,0,45,B
13146,female,0,53,C
13147,male,1,35,B
13148,female,0,70,B
13149,female,0,43,C
13150,female,0,38,C
13151,female,0,54,A
13152,male,0,43,B
13153,male,0,56,C
13154,male,0,58,B
13155,female,0,64,C
13156,male,1,50,C
13157,male,0,69,C
13158,male,0,49,A
13159,male,0,38,B
13160,male,0,55,B
13161,female,0,54,A
13162,female,0,64,A
13163,female,0,47,C
13164,female,0,47,A
13165,male,0,61,C
13166,female,0,74,C
13167,female,0,60,B
13168,male,0,53,C
13169,male,0,48,C
13170,female,0,50,B
13171,male,0,46,C
13172,male,0,52,C
13173,male,0,53,C
13174,male,0,44,C
13175,female,0,41,C
13176,male,0,49,C
13177,male,0,45,A
13178,female,0,53,C
13179,male,0,60,C
13180,male,0,50,C
13181,male,0,40,A
13182,male,0,51,B
13183,female,0,53,C
13184,male,0,46,C
13185,female,0,38,C
13186,male,0,53,C
13187,female,0,46,C
13188,male,0,55,A
13189,male,0,53,C
13190,male,0,55,C
13191,male,0,42,C
13192,female,0,48,B
13193,male,0,34,C
13194,male,0,66,A
13195,male,0,33,B
13196,male,0,52,B
13197,male,0,60,B
13198,male,0,58,C
13199,male,0,43,A
13200,male,0,58,C
13201,male,0,40,C
13202,female,0,41,C
13203,male,0,66,C
13204,male,0,46,C
13205,male,1,37,A
13206,male,1,35,A
13207,male,0,54,C
13208,male,1,42,B
13209,male,0,66,A
13210,male,0,38,B
13211,female,0,81,A
13212,female,0,70,B
13213,male,0,50,A
13214,male,0,58,C
13215,female,0,65,B
13216,male,0,40,A
13217,male,0,73,B
13218,male,0,48,C
13219,male,0,68,B
13220,female,0,49,C
13221,male,0,63,B
13222,male,1,42,C
13223,female,0,65,A
13224,male,0,64,B
13225,male,0,57,A
13226,male,0,74,B
13227,male,0,47,A
13228,male,0,36,C
13229,male,0,54,B
13230,female,0,44,C
13231,female,0,50,C
13232,female,0,34,C
13233,male,0,69,B
13234,male,0,22,B
13235,female,0,62,C
13236,female,0,61,C
13237,male,0,40,C
13238,male,0,63,A
13239,female,0,56,C
13240,male,0,58,A
13241,male,0,47,B
13242,male,0,44,C
13243,male,0,66,C
13244,female,0,62,C
13245,female,0,53,C
13246,male,0,54,C
13247,male,0,50,C
13248,male,0,58,B
13249,male,0,49,C
13250,male,0,70,C
13251,female,0,54,C
13252,female,0,55,C
13253,male,0,50,C
13254,male,0,53,C
13255,male,0,46,B
13256,female,0,44,B
13257,male,0,58,C
13258,male,0,57,C
13259,male,0,55,B
13260,female,0,70,B
13261,female,0,47,C
13262,male,0,77,B
13263,male,0,27,C
13264,male,0,52,A
13265,female,1,62,A
13266,male,0,52,C
13267,male,0,45,B
13268,female,0,58,C
13269,male,0,78,A
13270,male,1,43,A
13271,female,0,51,B
13272,male,1,35,B
13273,male,0,64,C
13274,male,0,82,B
13275,male,0,53,C
13276,male,0,59,B
13277,female,1,47,C
13278,male,0,42,A
13279,male,0,69,C
13280,male,0,48,A
13281,female,0,68,C
13282,male,0,46,B
13283,female,1,44,A
13284,female,0,55,C
13285,male,0,56,A
13286,male,0,50,C
13287,male,0,42,C
13288,male,0,73,A
13289,female,0,47,C
13290,male,0,51,B
13291,male,0,41,A
13292,male,0,53,C
13293,female,0,48,C
13294,male,0,69,B
13295,female,0,50,C
13296,male,0,72,B
13297,male,0,50,A
13298,male,0,53,B
13299,male,0,66,C
13300,female,0,64,C
13301,female,0,60,C
13302,female,0,70,C
13303,male,0,35,C
13304,male,0,65,B
13305,male,0,71,B
13306,female,0,51,C
13307,male,0,51,C
13308,male,0,36,C
13309,female,0,51,B
13310,female,0,55,C
13311,female,0,57,A
13312,male,0,71,C
13313,male,0,58,A
13314,male,0,52,B
13315,male,0,60,A
13316,male,0,60,B
13317,female,0,35,C
13318,male,0,52,C
13319,male,0,54,B
13320,male,0,89,C
13321,male,0,67,A
13322,male,0,47,C
13323,male,0,45,C
13324,male,0,48,B
13325,male,0,51,C
13326,female,1,46,C
13327,male,0,60,B
13328,male,0,60,C
13329,male,0,51,A
13330,male,0,44,B
13331,female,0,42,C
13332,female,0,61,A
13333,female,1,38,A
13334,male,0,58,C
13335,male,0,44,A
13336,male,0,51,C
13337,male,0,52,B
13338,male,0,48,B
13339,female,0,56,C
13340,male,0,71,B
13341,female,0,63,B
13342,male,0,31,B
13343,male,0,45,C
13344,female,0,59,C
13345,male,0,59,B
13346,male,1,49,B
13347,female,0,52,A
13348,male,0,43,A
13349,female,0,68,C
13350,female,0,60,C
13351,male,0,66,C
13352,male,0,53,A
13353,male,0,62,C
13354,male,1,54,B
13355,male,0,53,B
13356,female,0,68,B
13357,female,0,57,B
13358,female,0,39,B
13359,male,0,53,C
13360,male,0,57,A
13361,male,0,48,B
13362,male,0,54,C
13363,female,0,73,C
13364,male,1,50,B
13365,male,0,71,B
13366,male,0,37,C
13367,female,0,54,C
13368,male,0,44,C
13369,male,0,49,C
13370,female,0,41,C
13371,male,0,60,C
13372,male,0,74,C
13373,male,0,34,B
13374,male,1,38,B
13375,male,0,59,A
13376,male,1,51,C
13377,male,0,62,B
13378,female,0,53,C
13379,male,0,33,C
13380,female,0,61,A
13381,female,0,38,A
13382,male,0,37,B
13383,male,0,47,B
13384,male,0,51,A
13385,male,0,38,C
13386,female,0,52,B
13387,female,0,62,C
13388,male,0,67,C
13389,male,1,57,B
13390,male,0,56,A
13391,male,0,51,B
13392,male,0,34,C
13393,female,0,80,A
13394,female,0,48,C
13395,female,0,61,B
13396,male,0,52,B
13397,male,0,55,A
13398,male,0,62,B
13399,male,0,43,A
13400,male,0,53,C
13401,female,0,39,B
13402,male,0,39,B
13403,male,0,52,B
13404,male,0,57,A
13405,female,0,62,A
13406,female,0,50,C
13407,male,0,70,A
13408,female,0,76,C
13409,female,0,54,C
13410,male,0,67,C
13411,male,0,71,C
13412,male,0,58,C
13413,male,0,50,A
13414,female,0,67,A
13415,male,0,51,C
13416,female,0,48,A
13417,male,0,73,B
13418,male,0,55,C
13419,male,1,37,B
13420,male,0,51,C
13421,male,0,66,C
13422,male,0,49,C
13423,female,0,60,C
13424,male,0,74,A
13425,male,0,74,A
13426,male,0,41,C
13427,male,0,45,B
13428,male,0,67,A
13429,male,0,73,B
13430,male,0,44,C
13431,male,0,52,C
13432,male,0,58,C
13433,female,0,54,B
13434,male,0,64,C
13435,female,0,51,A
13436,female,0,68,C
13437,male,0,73,C
13438,male,0,58,C
13439,female,0,43,A
13440,female,0,58,B
13441,male,0,64,B
13442,female,1,44,A
13443,male,0,47,C
13444,female,0,48,C
13445,male,1,47,B
13446,male,1,39,A
13447,male,0,52,C
13448,male,0,62,A
13449,male,0,57,C
13450,male,0,52,A
13451,male,0,49,B
13452,female,0,49,C
13453,male,0,64,C
13454,female,0,55,B
13455,male,0,66,A
13456,male,0,50,A
13457,male,0,39,A
13458,male,0,56,C
13459,male,0,57,C
13460,male,0,59,A
13461,female,0,59,B
13462,female,0,48,C
13463,female,0,43,C
13464,male,0,42,B
13465,male,0,66,C
13466,female,0,40,A
13467,male,1,35,A
13468,female,0,71,B
13469,male,0,63,A
13470,female,0,50,B
13471,male,0,74,B
13472,female,0,56,C
13473,female,0,57,C
13474,male,0,47,C
13475,male,0,59,A
13476,male,0,49,B
13477,female,0,52,A
13478,male,0,66,B
13479,female,0,47,A
13480,male,0,81,C
13481,male,0,66,C
13482,male,0,63,A
13483,male,0,66,A
13484,male,0,45,A
13485,female,0,69,C
13486,male,0,59,B
13487,male,0,54,C
13488,male,0,48,B
13489,female,0,53,C
13490,female,0,53,A
13491,male,1,38,A
13492,male,1,46,B
13493,male,0,47,A
13494,male,0,52,B
13495,female,0,61,C
13496,male,0,46,B
13497,male,0,52,C
13498,male,0,57,B
13499,male,0,45,A
13500,male,0,67,B
13501,male,0,55,C
13502,male,0,40,C
13503,male,0,56,C
13504,male,0,43,C
13505,male,0,60,C
13506,male,0,66,C
13507,male,0,56,C
13508,male,0,54,C
13509,male,0,53,B
13510,male,0,50,C
13511,male,0,68,B
13512,female,0,59,C
13513,female,0,27,A
13514,male,0,47,B
13515,male,0,48,C
13516,male,0,51,B
13517,female,0,45,C
13518,female,0,37,C
13519,male,0,55,C
13520,female,0,54,A
13521,female,0,74,B
13522,female,0,53,B
13523,female,0,48,C
13524,male,0,51,C
13525,male,0,53,A
13526,female,0,45,B
13527,male,0,65,C
13528,male,0,65,B
13529,male,1,45,A
13530,male,0,63,B
13531,male,0,48,C
13532,female,0,45,C
13533,male,0,53,C
13534,male,0,37,C
13535,female,0,35,B
13536,male,0,50,B
13537,male,1,57,A
13538,male,0,61,A
13539,male,0,58,B
13540,male,0,39,C
13541,male,0,55,C
13542,male,0,59,C
13543,male,0,54,C
13544,female,0,56,C
13545,male,0,59,C
13546,male,0,32,C
13547,female,0,61,B
13548,male,0,73,C
13549,female,0,51,C
13550,female,0,54,A
13551,female,0,49,C
13552,male,0,45,C
13553,male,0,49,C
13554,male,0,51,C
13555,female,0,55,A
13556,male,0,61,A
13557,male,0,69,A
13558,male,0,54,C
13559,female,0,58,C
13560,male,0,59,C
13561,female,0,41,B
13562,male,1,48,C
13563,female,0,47,A
13564,female,0,55,B
13565,male,0,47,A
13566,male,0,55,A
13567,male,0,49,B
13568,male,0,73,A
13569,male,0,52,C
13570,male,0,51,C
13571,male,0,45,C
13572,male,0,62,C
13573,male,0,66,B
13574,female,0,61,B
13575,female,0,45,B
13576,male,0,60,C
13577,male,0,50,C
13578,male,0,36,C
13579,male,0,50,B
13580,male,0,54,B
13581,female,0,46,B
13582,female,0,28,A
13583,female,0,51,B
13584,female,0,56,C
13585,male,0,63,C
13586,female,0,50,A
13587,male,1,46,C
13588,male,0,56,A
13589,male,0,48,C
13590,female,0,53,A
13591,female,0,58,C
13592,male,0,44,C
13593,male,0,49,C
13594,male,0,51,C
13595,male,0,49,B
13596,male,1,42,B
13597,male,0,58,B
13598,female,0,45,C
13599,male,1,44,A
13600,male,0,45,B
13601,male,0,57,C
13602,male,0,59,B
13603,male,1,40,A
13604,male,0,69,B
13605,male,0,50,B
13606,male,0,40,B
13607,male,0,46,C
13608,female,0,61,C
13609,male,0,55,C
13610,male,0,43,B
13611,male,0,45,A
13612,male,0,53,B
13613,female,0,41,A
13614,male,0,61,C
13615,male,0,50,A
13616,male,0,58,C
13617,male,0,48,A
13618,male,0,60,C
13619,male,0,64,C
13620,female,0,63,C
13621,female,0,60,B
13622,male,0,55,C
13623,male,0,48,B
13624,female,0,53,A
13625,female,0,61,C
13626,female,0,54,C
13627,male,0,60,A
13628,male,0,40,C
13629,male,0,45,C
13630,female,0,44,C
13631,female,0,52,C
13632,male,0,70,A
13633,male,0,62,B
13634,male,0,50,C
13635,female,0,54,B
13636,female,0,62,C
13637,male,0,52,C
13638,male,0,66,B
13639,male,0,54,B
13640,male,0,57,C
13641,male,0,58,A
13642,male,0,55,C
13643,female,0,48,C
13644,female,0,56,C
13645,male,0,62,C
13646,male,0,61,A
13647,male,0,59,B
13648,female,0,55,B
13649,male,0,50,B
13650,male,0,60,C
13651,male,0,43,B
13652,female,0,56,B
13653,male,0,50,C
13654,male,0,67,B
13655,male,0,50,C
13656,female,0,55,B
13657,female,0,60,C
13658,male,1,52,B
13659,male,0,46,B
13660,male,0,63,C
13661,male,0,42,C
13662,female,0,41,C
13663,male,0,55,C
13664,male,0,50,C
13665,male,1,54,A
13666,male,0,35,C
13667,male,0,44,C
13668,male,0,53,C
13669,male,0,53,C
13670,female,0,67,A
13671,male,0,47,C
13672,male,0,62,C
13673,male,0,62,B
13674,female,0,42,C
13675,male,0,60,A
13676,female,0,46,B
13677,female,0,42,C
13678,male,0,64,A
13679,female,1,42,B
13680,male,0,56,B
13681,male,1,45,B
13682,female,0,49,B
13683,male,0,63,B
13684,male,0,63,C
13685,male,0,71,C
13686,female,0,48,B
13687,male,0,54,B
13688,male,0,64,A
13689,female,1,43,B
13690,female,0,59,C
13691,male,0,51,A
13692,male,0,59,C
13693,male,0,38,A
13694,male,0,55,B
13695,male,0,57,B
13696,female,1,35,C
13697,male,1,57,B
13698,male,0,50,B
13699,male,0,51,A
13700,female,0,42,B
13701,male,0,62,A
13702,male,0,71,A
13703,male,0,41,C
13704,female,0,47,C
13705,male,0,69,C
13706,male,0,37,A
13707,male,0,39,A
13708,male,0,71,C
13709,male,0,57,B
13710,male,0,64,C
13711,male,0,60,C
13712,male,0,44,B
13713,male,0,48,B
13714,female,0,56,B
13715,male,0,54,A
13716,female,1,29,A
13717,male,0,57,C
13718,male,0,37,B
13719,male,0,58,A
13720,female,0,62,C
13721,female,0,43,B
13722,male,0,67,C
13723,female,0,41,B
13724,male,1,37,B
13725,female,0,65,A
13726,female,0,52,C
13727,male,0,56,C
13728,male,0,56,C
13729,male,0,42,C
13730,female,0,54,C
13731,male,0,43,C
13732,male,0,38,B
13733,male,0,62,C
13734,male,0,66,B
13735,male,0,59,B
13736,female,0,47,C
13737,male,0,73,C
13738,male,0,53,C
13739,male,0,62,B
13740,male,0,57,B
13741,female,0,57,C
13742,female,0,71,C
13743,male,0,52,C
13744,male,0,51,C
13745,male,0,56,C
13746,female,0,42,B
13747,male,0,41,C
13748,male,0,56,B
13749,male,1,53,B
13750,male,0,50,C
13751,female,0,65,B
13752,male,0,38,B
13753,male,0,51,C
13754,female,0,37,C
13755,male,0,69,C
13756,male,0,60,A
13757,male,0,46,A
13758,male,0,48,C
13759,female,0,74,C
13760,male,0,45,C
13761,male,0,40,C
13762,male,0,60,C
13763,male,0,41,C
13764,male,0,71,B
13765,male,1,58,A
13766,male,0,62,B
13767,male,0,59,A
13768,male,0,63,B
13769,male,0,55,A
13770,male,0,50,B
13771,male,0,60,C
13772,male,0,69,A
13773,male,0,47,C
13774,male,0,70,C
13775,male,0,49,B
13776,female,0,66,C
13777,male,0,60,B
13778,male,0,58,C
13779,male,0,44,C
13780,male,0,30,C
13781,male,0,56,B
13782,male,0,58,A
13783,male,1,48,A
13784,male,0,42,C
13785,female,0,42,A
13786,male,0,38,A
13787,male,0,75,C
13788,female,0,72,C
13789,male,0,41,A
13790,female,0,34,A
13791,male,0,57,B
13792,female,0,51,C
13793,male,0,64,C
13794,female,0,70,C
13795,male,0,54,C
13796,female,0,57,C
13797,female,0,52,C
13798,female,0,40,C
13799,male,0,40,C
13800,female,1,37,A
13801,male,0,78,C
13802,male,0,51,A
13803,male,0,55,C
13804,male,0,58,C
13805,male,0,73,A
13806,male,0,52,A
13807,male,0,59,C
13808,male,0,58,B
13809,male,0,50,C
13810,male,1,50,B
13811,male,0,62,B
13812,male,0,53,C
13813,male,1,50,B
13814,female,1,47,A
13815,female,0,60,A
13816,male,0,60,B
13817,male,0,73,C
13818,male,0,44,C
13819,female,0,58,A
13820,female,0,55,C
13821,male,1,45,A
13822,female,0,34,C
13823,male,0,59,B
13824,male,1,42,C
13825,male,0,31,C
13826,male,0,61,C
13827,male,0,57,B
13828,male,0,61,C
13829,male,0,58,C
13830,female,0,58,B
13831,male,0,64,C
13832,female,0,46,B
13833,male,0,68,C
13834,male,0,61,C
13835,male,0,60,C
13836,male,0,49,B
13837,female,0,70,C
13838,male,0,83,C
13839,male,1,32,C
13840,male,0,37,B
13841,male,0,49,C
13842,male,1,46,C
13843,male,0,64,C
13844,female,0,54,C
13845,male,0,51,B
13846,female,0,73,A
13847,male,0,69,C
13848,male,1,46,A
13849,male,0,58,C
13850,male,0,62,C
13851,male,0,40,B
13852,male,0,53,C
13853,male,0,41,B
13854,male,0,51,B
13855,female,0,71,C
13856,male,0,70,C
13857,male,0,52,C
13858,male,0,70,C
13859,male,0,58,B
13860,female,0,75,B
13861,male,0,74,B
13862,male,0,52,A
13863,male,0,61,C
13864,male,0,45,C
13865,male,0,52,B
13866,male,0,49,A
13867,male,0,52,C
13868,female,0,36,C
13869,male,1,53,C
13870,male,0,64,C
13871,female,0,44,C
13872,female,0,66,A
13873,female,0,36,C
13874,male,0,65,B
13875,female,0,59,B
13876,female,0,51,C
13877,male,0,81,A
13878,male,1,48,B
13879,male,0,40,C
13880,male,1,44,B
13881,male,0,41,C
13882,male,0,48,A
13883,male,0,66,C
13884,male,0,68,C
13885,male,1,46,B
13886,male,1,42,B
13887,female,0,76,C
13888,male,0,66,C
13889,male,0,50,B
13890,female,0,51,C
13891,male,0,50,C
13892,male,0,49,B
13893,male,0,57,C
13894,male,0,51,C
13895,female,0,63,B
13896,male,0,56,B
13897,male,0,57,C
13898,male,0,58,C
13899,male,0,77,C
13900,female,0,59,C
13901,male,0,37,A
13902,male,0,59,C
13903,male,0,75,C
13904,male,0,69,B
13905,male,0,50,A
13906,female,0,55,C
13907,male,1,36,B
13908,male,0,65,C
13909,female,0,65,A
13910,male,0,55,B
13911,female,0,73,C
13912,male,0,83,B
13913,male,0,54,B
13914,male,0,64,C
13915,male,0,45,B
13916,male,0,50,B
13917,female,0,56,C
13918,male,0,43,C
13919,male,0,60,B
13920,female,0,56,B
13921,female,0,50,B
13922,female,0,67,B
13923,male,0,61,C
13924,female,0,49,B
13925,male,0,64,C
13926,male,0,61,C
13927,male,0,54,C
13928,female,0,59,A
13929,male,0,40,C
13930,male,1,42,C
13931,male,0,53,A
13932,female,0,52,B
13933,male,0,65,C
13934,male,0,61,B
13935,male,0,54,A
13936,male,0,49,A
13937,male,1,34,C
13938,male,0,58,B
13939,male,0,61,C
13940,female,0,48,C
13941,male,0,68,B
13942,male,0,65,C
13943,male,0,51,B
13944,female,0,51,C
13945,male,0,55,C
13946,male,0,51,C
13947,male,0,49,C
13948,male,0,45,B
13949,female,0,56,B
13950,male,0,49,C
13951,male,0,57,C
13952,male,0,58,C
13953,female,0,51,C
13954,male,0,46,B
13955,male,0,50,B
13956,male,0,48,B
13957,male,0,69,A
13958,male,0,72,A
13959,female,0,55,B
13960,female,0,48,A
13961,male,0,60,C
13962,male,0,39,A
13963,male,0,42,C
13964,male,0,70,C
13965,male,1,40,C
13966,male,0,64,A
13967,male,0,69,C
13968,male,0,63,C
13969,male,0,39,B
13970,female,0,19,B
13971,male,0,66,C
13972,female,0,45,C
13973,male,0,40,C
13974,female,0,61,A
13975,female,0,68,C
13976,male,0,42,C
13977,male,0,47,C
13978,female,0,51,C
13979,male,0,58,A
13980,male,0,56,C
13981,female,0,78,C
13982,female,0,68,A
13983,female,0,50,A
13984,male,0,63,B
13985,male,0,61,C
13986,female,0,49,A
13987,female,0,49,B
13988,male,1,44,A
13989,female,0,46,B
13990,male,1,62,A
13991,male,0,53,C
13992,female,0,44,C
13993,male,0,55,C
13994,male,1,48,A
13995,male,0,57,A
13996,female,0,59,A
13997,male,0,58,C
13998,male,0,56,A
13999,female,0,69,C
14000,male,0,50,A
14001,male,0,57,C
14002,female,0,79,A
14003,male,0,35,C
14004,male,0,56,C
14005,female,1,55,A
14006,male,0,60,C
14007,male,0,55,B
14008,female,0,33,A
14009,female,0,68,A
14010,male,0,47,B
14011,male,1,45,B
14012,male,0,57,B
14013,female,0,46,B
14014,male,1,48,C
14015,male,0,70,C
14016,female,0,81,C
14017,male,0,56,A
14018,male,0,59,A
14019,male,0,30,C
14020,male,0,50,B
14021,female,1,52,B
14022,male,0,48,C
14023,male,0,47,C
14024,female,0,54,C
14025,male,0,61,B
14026,male,0,65,B
14027,male,0,32,C
14028,female,0,60,A
14029,male,0,46,C
14030,male,0,71,C
14031,male,0,50,B
14032,male,0,47,B
14033,male,0,64,C
14034,male,0,52,A
14035,male,0,50,C
14036,male,1,40,A
14037,male,0,65,B
14038,male,0,54,B
14039,female,0,60,C
14040,male,0,54,C
14041,male,0,56,A
14042,male,0,44,C
14043,female,0,34,C
14044,female,0,52,C
14045,female,0,52,C
14046,female,0,45,B
14047,male,0,45,C
14048,male,1,49,A
14049,male,0,43,C
14050,female,0,60,C
14051,male,0,49,C
14052,male,0,65,C
14053,male,0,37,C
14054,male,0,58,B
14055,male,0,55,A
14056,male,0,59,C
14057,male,0,51,B
14058,female,0,64,A
14059,male,0,33,C
14060,male,0,50,B
14061,male,0,52,C
14062,male,0,44,C
14063,male,0,55,C
14064,male,1,35,C
14065,male,0,48,B
14066,male,0,53,C
14067,male,0,50,C
14068,male,0,52,C
14069,male,0,63,B
14070,male,0,35,C
14071,female,0,66,C
14072,male,0,55,C
14073,female,0,53,B
14074,male,0,57,C
14075,male,0,65,B
14076,female,0,41,C
14077,female,0,63,C
14078,female,0,58,B
14079,female,0,59,B
14080,male,0,38,B
14081,male,0,44,B
14082,female,0,39,C
14083,male,1,39,C
14084,male,0,44,C
14085,male,0,73,A
14086,female,0,47,C
14087,male,0,37,C
